date,women_rate,women_16_17_rate,women_16_19_rate,women_18_19_rate,women_16_24_rate,women_20_24_rate,women_25plus_rate,women_25_34_rate,women_25_54_rate,women_35_44_rate,women_45_54_rate,women_55plus_rate
1970-11-01,6.9,19.4,18.8,18.5,13,9.2,4.8,6.7,5.4,5.2,4.4,0
1970-12-01,6.9,19.8,17.8,16.4,12.5,9.1,5,6.8,5.6,6.1,4,0
1971-01-01,6.8,18.1,16.9,15.8,12.2,9.2,4.9,7,5.3,5.7,3.5,0
1971-02-01,6.8,16.8,16.5,16.3,12.5,9.8,4.9,7.4,5.4,5.3,3.8,0
1971-03-01,7.1,18.6,17.6,16.7,13,10,5,7.5,5.4,5,4,0
1971-04-01,7,17.9,16.7,15.9,12.7,10.1,5,7.3,5.5,5.3,4.1,0
1971-05-01,6.9,19.7,17,15.3,12.9,10.3,4.8,7.1,5.2,4.8,3.8,0
1971-06-01,6.9,20.2,17.7,15.8,13.1,10.2,4.7,6.7,5.1,4.9,3.9,0
1971-07-01,7,20.1,18.7,17.6,12.9,9.2,4.9,6.7,5.4,5.4,4.4,0
1971-08-01,7,19.1,16.9,15.4,12.4,9.5,5.1,6.8,5.5,5.7,4.2,0
1971-09-01,6.9,18.1,17.4,17.2,12.2,8.9,5,6.9,5.4,5,4.3,0
1971-10-01,6.8,18.6,17,15.9,12,8.9,4.9,6.8,5.4,5.5,3.9,0
1971-11-01,7,18.7,17.8,17.2,13.1,10.1,4.9,7,5.2,4.7,3.9,0
1971-12-01,6.8,19.1,16.9,15.4,12.3,9.3,4.9,7.1,5.3,5,3.8,0
1972-01-01,6.7,17.7,16.7,15.9,12.4,9.5,4.6,6.5,5,4.6,3.9,0
1972-02-01,6.4,19.7,16.9,14.8,12.1,8.9,4.3,6.1,4.8,4.5,3.7,0
1972-03-01,6.7,18.8,16.9,15.7,12.3,9.2,4.6,6,5,5.1,4,0
1972-04-01,6.7,19.3,17.1,15.8,12.3,9,4.7,6.1,4.9,5,3.8,0
1972-05-01,6.6,15.1,14.7,14.8,11.8,9.8,4.8,6.2,5,5.3,3.6,0
1972-06-01,6.8,19.4,17.3,15.6,12.6,9.4,4.8,6.5,5,5.3,3.4,0
1972-07-01,7,21.3,17.6,15,13,9.8,4.8,6.5,5.1,5.2,3.5,0
1972-08-01,6.9,20.6,17.3,15.3,12.7,9.6,4.7,6.4,5,5,3.5,0
1972-09-01,6.7,18.9,17.1,16.1,12.6,9.7,4.6,6.5,4.9,5,3.4,0
1972-10-01,6.8,18.6,16.7,15.4,12.6,9.9,4.6,6.4,4.9,4.8,3.6,0
1972-11-01,6.2,18.8,16.1,14.2,11.6,8.7,4.3,5.8,4.6,4.4,3.6,0
1972-12-01,6.2,17.8,16,14.7,11.6,8.7,4.2,5.9,4.6,4.5,3.3,0
1973-01-01,6.1,16.9,14.3,12.4,10.8,8.5,4.4,6.2,4.6,4.4,3.2,0
1973-02-01,6.2,18.6,16.7,15.4,11.7,8.3,4.2,5.6,4.4,4,3.4,0
1973-03-01,6,17,15.1,13.9,11.1,8.4,4.1,5.6,4.3,3.9,3.2,0
1973-04-01,6.1,19,16.4,14.8,11.7,8.5,4,5.7,4.4,3.7,3.6,0
1973-05-01,5.7,17.9,15.4,13.9,11.1,8.2,3.8,6,4.2,3.8,2.5,0
1973-06-01,6,18.5,14.6,11.4,11,8.5,4.2,6.6,4.6,3.7,3.2,0
1973-07-01,6,16.6,15.1,13.9,11.6,9.3,4,5.7,4.2,3.7,3.1,0
1973-08-01,6,16.2,14.4,13.1,10.9,8.6,4.1,6.1,4.4,3.9,3.1,0
1973-09-01,6.1,19.8,15.6,12.7,11.7,9.1,4,5.4,4.3,4.2,3.1,0
1973-10-01,5.7,17.2,15,13.3,10.6,7.5,3.8,5.4,4.2,3.7,3.3,0
1973-11-01,6,18,15.5,13.7,11,7.9,4.1,6,4.5,4,3.1,0
1973-12-01,6.1,17.1,15.3,13.9,11.3,8.5,4.2,5.9,4.6,3.8,3.7,0
1974-01-01,6.2,18.1,15.4,13.5,11.6,9,4.2,5.9,4.5,3.9,3.4,0
1974-02-01,6.2,17.6,15.5,14.1,11.5,8.7,4.2,6,4.6,4.2,3.5,0
1974-03-01,6.1,18.1,15.5,13.7,11.2,8.3,4.2,5.8,4.4,4.2,3.2,0
1974-04-01,6,16.4,14.4,13.3,10.8,8.4,4.1,5.7,4.5,4.4,3.2,0
1974-05-01,6.3,17.5,16.2,15.5,12,9.1,4.2,5.3,4.5,4.7,3.3,0
1974-06-01,6.5,18.3,16.9,15.4,12.4,9.3,4.2,5.4,4.5,4.5,3.4,0
1974-07-01,6.8,19.1,18.4,17.8,13.2,9.7,4.4,6.1,4.6,4.3,3.2,0
1974-08-01,6.5,14.7,15.1,15.5,12,10,4.3,6,4.6,4.6,3.1,0
1974-09-01,7.1,19.2,17,15.7,13,10.2,4.9,6.5,5.2,4.7,4.1,0
1974-10-01,7.1,19.8,17.9,16.4,12.7,9.1,4.9,6.6,5.2,4.6,4,0
1974-11-01,7.9,19.8,18.1,17,13.6,10.5,5.8,7.6,6.2,5.5,5,0
1974-12-01,8.3,20.5,18.4,16.7,14.4,11.9,5.9,7.6,6.3,5.8,5.2,0
1975-01-01,9.2,20.4,19.4,18.6,14.9,11.9,7,9.2,7.6,7.2,5.8,0
1975-02-01,9.1,20.3,19,18.1,15.3,12.8,6.8,8.7,7.3,6.9,5.8,0
1975-03-01,9.6,22.3,20.1,18.6,15.9,13.1,7.2,9.4,7.7,7,6.3,0
1975-04-01,9.6,20.7,19,18.2,15.3,13,7.5,9.7,8.1,7.8,6.3,0
1975-05-01,9.8,21.4,20.6,20.3,16.6,14,7.5,10,8,6.9,6.6,0
1975-06-01,9.4,19.4,19.4,18.8,15,12.2,7.4,9.9,7.9,7,6.3,0
1975-07-01,9.3,20.4,19.9,19.5,15.5,12.7,7.1,9.4,7.3,6,6,0
1975-08-01,9.2,22,20.4,19.3,15.5,12.3,6.8,9,7.3,6.6,5.7,0
1975-09-01,9,21.9,19.6,18.1,15.2,12.3,6.7,8.7,7.2,6.7,5.6,0
1975-10-01,9.2,22.6,20,18,15.5,12.5,6.8,8.8,7.2,6.9,5.4,0
1975-11-01,9,20.8,19.2,18,15.4,12.9,6.6,8.4,7,6.5,5.5,0
1975-12-01,9.1,22.1,20.3,19,15.6,12.6,6.7,8.5,7.1,6.5,5.6,0
1976-01-01,8.9,20.3,18.9,17.7,15,12.6,6.5,8.5,6.8,6.1,5.2,0
1976-02-01,8.8,21.6,19.2,17.5,14.9,12,6.5,8.6,6.9,6.2,5.4,0
1976-03-01,8.6,18.9,18.8,18.9,14.6,11.9,6.3,8.2,6.7,6.1,5,0
1976-04-01,8.6,20.7,18.6,17.3,14.8,12.3,6.2,7.8,6.6,6.4,5,0
1976-05-01,8.1,20.2,17.5,15.7,13.8,11.4,6.1,8.1,6.5,6,4.9,0
1976-06-01,8.4,21.8,18.7,16,14.3,11.5,6.2,8.4,6.6,5.9,4.7,0
1976-07-01,8.8,20.6,18,16.1,13.7,11,7,8.6,7.1,6.3,5.7,0
1976-08-01,9,22.5,20.7,19.4,15.5,12.2,6.5,8.7,6.9,6,5.2,0
1976-09-01,8.7,20,18.2,17.1,14.3,11.7,6.6,8.8,7,6.1,5.2,0
1976-10-01,8.7,20.7,18.4,16.9,14.7,12.2,6.4,8.6,6.9,6.1,5.2,0
1976-11-01,8.7,21.3,18.7,16.8,14.8,12.3,6.3,8.3,6.7,5.9,5.2,0
1976-12-01,8.5,20.5,19.2,18.3,14.6,11.6,6.3,8.4,6.8,6.2,5.1,0
1977-01-01,8.5,22.5,20,17.9,14.9,11.6,6.1,8,6.5,5.5,5.1,0
1977-02-01,8.6,20.6,18.6,17.2,14.6,12.1,6.2,8.2,6.6,6,4.9,0
1977-03-01,8.6,21.8,19,17.3,14.5,11.6,6.4,8.2,6.9,5.9,5.8,0
1977-04-01,8.4,20.7,18.9,17.7,14.1,11,6.2,8.3,6.6,5.6,5.1,0
1977-05-01,7.9,21.6,18.4,16.2,13.9,11.1,5.8,7.3,6.2,5.7,5,0
1977-06-01,8.4,20.7,19.2,17.8,14.3,11.1,6.2,7.7,6.5,5.9,5.4,0
1977-07-01,8,19.1,17.9,17.1,13.6,10.9,6,7.4,6.2,5.9,4.8,0
1977-08-01,8.1,18.6,17.2,16.4,13.6,11.2,6,7.4,6.4,5.9,5.3,0
1977-09-01,8.1,20.9,18.6,17.1,13.9,10.9,6,7.5,6.4,6,5.2,0
1977-10-01,7.9,19.5,18.1,17.2,13.8,11,5.7,7.4,6.1,5.5,4.6,0
1977-11-01,8.1,20.4,18.1,16.6,13.8,11.1,6,7.5,6.3,5.8,5,0
1977-12-01,7.5,19.3,16.1,14,12.7,10.6,5.6,7.4,5.9,5.3,4.4,0
1978-01-01,7.6,19.8,17.8,16.2,13.5,10.8,5.3,6.8,5.7,5.4,4.3,0
1978-02-01,7.2,20.3,17.7,15.9,13.2,10.3,4.9,6.2,5.3,5,4,0
1978-03-01,7.2,20.1,17.9,16.6,13.4,10.5,4.9,6.9,5.4,4.8,3.7,0
1978-04-01,7.1,19.1,17,15.6,13.2,10.7,4.9,6.8,5.3,4.4,4,0
1978-05-01,7.2,19.3,17,15.2,12.9,10.2,5.2,6.9,5.8,5.4,4.3,0
1978-06-01,7.2,18.6,16.7,15.1,12.7,10.2,5.1,6.7,5.5,5,4.3,0
1978-07-01,7.6,21.1,17.5,15,13.5,11,5.4,7.1,5.9,5.2,4.6,0
1978-08-01,7.2,19.6,16.8,14.6,12.4,9.6,5.2,7,5.6,5,4,0
1978-09-01,7.2,19.8,17.2,15.3,12.8,10.1,5,6.8,5.4,4.8,3.8,0
1978-10-01,6.7,18.2,16.1,14.7,11.6,8.8,4.8,6.1,5.1,4.8,4,0
1978-11-01,7,18.3,16.8,15.4,12.5,9.8,5,6.6,5.3,4.9,3.6,0
1978-12-01,7,19.7,16.8,14.6,12.3,9.5,5,6.7,5.4,4.9,4,0
1979-01-01,6.9,18.2,16,14.1,11.9,9.2,5,7,5.5,5,3.6,0
1979-02-01,6.9,17.6,15.8,14.4,12,9.5,5.1,6.9,5.4,4.7,4,0
1979-03-01,6.8,18.1,15.5,13.8,11.9,9.6,5,6.6,5.3,4.6,4.1,0
1979-04-01,6.8,19.2,16.5,14.7,12.2,9.4,4.9,6.4,5.3,4.4,4.3,0
1979-05-01,6.7,18.2,16.5,15.2,12.2,9.6,4.7,6.2,5.1,4.6,3.9,0
1979-06-01,6.8,19,16.8,15,12.3,9.5,4.8,6.6,5.2,4.6,3.7,0
1979-07-01,6.6,18.5,15.8,13.9,11.8,9.3,4.7,6.3,5,4.2,3.7,0
1979-08-01,7.1,18.8,17.1,15.9,12.9,10.4,5,6.5,5.4,5,3.8,0
1979-09-01,6.7,17.7,16.8,16.2,12.5,9.8,4.7,6.2,5.1,4.6,3.9,0
1979-10-01,6.9,19.8,17.3,15.7,12.6,9.6,4.9,6.4,5.2,4.6,3.8,0
1979-11-01,6.7,16.3,16.1,15.7,12,9.5,4.8,6.4,5.1,4.3,3.9,0
1979-12-01,6.8,18.6,16.9,16,12.8,10.1,4.7,6.2,5.2,4.6,4,0
1980-01-01,6.9,19.6,16.7,14.4,12.5,9.9,5,6.3,5.3,4.7,4.2,0
1980-02-01,7,19.3,17.3,16,12.5,9.5,5.1,6.8,5.6,4.8,4.2,0
1980-03-01,6.9,19.4,17.3,16.2,12.3,9.2,5,6.8,5.5,4.9,4.1,0
1980-04-01,7.2,18.3,16.1,14.8,12.4,10.1,5.4,7.2,5.9,5.1,4.5,0
1980-05-01,7.5,20.4,18.2,16.4,13.8,11.2,5.4,7.3,5.9,5.3,4.4,0
1980-06-01,7.6,18.5,17.7,16.9,13.3,10.6,5.6,7.5,6.1,5.3,4.7,0
1980-07-01,7.8,21.1,18.1,16,13.6,11,5.7,7.4,6.2,5.8,4.7,0
1980-08-01,7.8,20.5,17.9,16.3,13.2,10.4,5.8,7.6,6.4,5.9,4.9,0
1980-09-01,7.3,18.9,17,15.5,12.9,10.5,5.4,7.1,5.9,5.2,4.7,0
1980-10-01,7.7,19.6,16.6,14.8,12.8,10.6,5.9,7.7,6.4,5.7,5,0
1980-11-01,7.6,19.8,17.2,15.2,13.2,10.9,5.7,7.4,6.1,5.5,4.7,0
1980-12-01,7.6,19.4,16.6,15.1,12.9,10.7,5.8,7.7,6.2,5.6,4.3,0
1981-01-01,7.8,19.5,17.8,16.3,13.4,10.9,5.8,7.9,6.3,5.7,4.4,0
1981-02-01,7.7,20.2,18.2,16.9,13.5,10.7,5.7,7.5,6.1,5.3,4.7,0
1981-03-01,7.7,21.7,18.7,16.9,13.4,10.4,5.8,7.4,6.1,5.5,4.4,0
1981-04-01,7.6,19.6,18.3,17.4,13.6,10.8,5.6,7.4,6,5.6,4.1,0
1981-05-01,7.8,19.8,18.4,17.2,13.9,11.3,5.7,8.2,6.3,5.3,4.3,0
1981-06-01,7.8,21.7,18.9,17.2,14,11.3,5.7,7.4,6.1,5.6,4.4,0
1981-07-01,7.7,19.9,18.2,17.2,13.9,11.4,5.7,7.7,6.1,5.3,4.5,0
1981-08-01,7.7,19.8,18.1,16.9,13.6,11,5.6,7.5,6.1,5.4,4.5,0
1981-09-01,8.1,21,19.7,18.7,14.4,11.5,6,7.7,6.3,5.9,4.4,0
1981-10-01,8.3,22.2,20.8,20.1,14.7,11.4,6.2,7.9,6.6,6,4.8,0
1981-11-01,8.4,22.5,20.9,19.9,14.7,11.2,6.4,8.2,6.9,6.3,5.1,0
1981-12-01,8.5,20.5,19.9,19.8,14.9,12.2,6.4,8.2,6.9,6.3,5.2,0
1982-01-01,8.5,21.3,21.4,21.2,15.3,11.9,6.3,8.1,6.8,6.2,5.2,0
1982-02-01,8.9,22.4,22.1,22.1,15.9,12.5,6.6,8.1,7.1,6.8,5.6,0
1982-03-01,8.9,21.4,20.2,19.7,15.2,12.5,6.9,8.7,7.4,6.6,6.1,0
1982-04-01,9.3,23.3,21.1,19.8,15.9,13,7.1,9.1,7.6,6.8,5.7,0
1982-05-01,9.3,23.6,21.7,20.3,16,12.8,7.2,9.4,7.7,6.9,5.8,0
1982-06-01,9.2,22.5,21,20.2,15.8,13.1,7.1,9.4,7.4,6.5,5,0
1982-07-01,9.6,24.6,22.8,21.5,16.6,13.2,7.3,9.6,7.7,6.7,5.7,0
1982-08-01,9.4,24,22.4,21.4,16.7,13.6,7,9.3,7.6,6.8,5.6,0
1982-09-01,9.5,23.4,22.1,21.2,16.2,13,7.4,9.8,8,6.8,6.1,0
1982-10-01,9.8,22.6,22.2,22.1,16.8,13.8,7.6,9.9,8.2,7.3,6.3,0
1982-11-01,10.2,24.4,22.4,21.3,17.2,14.3,8.1,10.1,8.6,7.9,6.6,0
1982-12-01,10.4,25.1,22.5,21,17.2,14.4,8.4,10.3,8.8,8.5,6.5,0
1983-01-01,10.1,23.7,21.8,20.5,16.8,14.2,8,10.3,8.6,7.8,6.5,0
1983-02-01,9.9,23.1,21.1,20.1,16.7,14.4,7.8,9.8,8.3,7.8,6.1,0
1983-03-01,9.8,23.9,21.5,20.2,16.6,14.2,7.7,9.8,8.3,7.6,6.3,0
1983-04-01,9.5,24.5,22.1,20.5,16.4,13.4,7.4,9.2,7.9,7.1,6.6,0
1983-05-01,9.5,24.7,21.7,19.7,16,13.1,7.5,9.3,8.1,7.5,6.7,0
1983-06-01,9.9,27.3,24,22.1,16.9,13.1,7.9,9.7,8.2,7.5,6.5,0
1983-07-01,9,23.7,22,20.7,15.2,11.7,7.1,8.8,7.5,7.1,5.8,0
1983-08-01,9,23.7,21.3,20,15.7,12.7,6.9,8.7,7.4,6.4,6.1,0
1983-09-01,8.7,23.7,20.6,18.6,15.2,12.5,6.8,8.7,7.2,6.4,5.6,0
1983-10-01,8.5,23.5,20.5,18.7,15,12.2,6.5,8.5,7,6,5.5,0
1983-11-01,8.2,21.3,19.9,19.3,14.7,12,6.3,8.3,6.7,5.7,4.9,0
1983-12-01,8.3,21.2,19.3,18.3,14.1,11.4,6.6,8.4,6.9,5.9,5.4,0
1984-01-01,7.9,21.5,18.1,15.9,13.9,11.7,6.2,7.8,6.5,5.6,5.4,0
1984-02-01,7.8,22,18.8,16.9,13.8,11.1,6.1,7.8,6.5,5.6,5.1,0
1984-03-01,7.8,22.6,19.2,17.4,14,11.3,6,8.1,6.5,5.5,4.8,0
1984-04-01,7.8,20.6,18.7,17.3,13.9,11.5,6,7.7,6.4,5.6,5,0
1984-05-01,7.6,19.2,18.2,17.4,13.6,11.3,5.8,7.3,6.1,5.3,5.2,0
1984-06-01,7.4,18.9,17.8,17.1,12.7,10,5.8,7.1,6,5.2,5,0
1984-07-01,7.6,19.2,16.9,14.9,12.9,10.8,6,7.5,6.4,5.5,5.9,0
1984-08-01,7.8,21.3,18.6,17.3,13.7,11.2,6,7.4,6.4,5.8,5.4,0
1984-09-01,7.4,21.2,18.7,17.1,13.1,10.3,5.8,7.1,6.2,5.7,5.3,0
1984-10-01,7.7,18.3,17.4,16.7,13.2,11,6.1,7.2,6.3,5.8,5.4,0
1984-11-01,7.4,18.6,16.4,15.2,12.6,10.7,5.9,7,6.1,5.5,5.2,0
1984-12-01,7.4,21.7,18,15.7,13,10.5,5.8,6.9,6.1,5.9,5.1,0
1985-01-01,7.6,20.5,18.2,16.4,13.1,10.5,6,7.5,6.4,5.8,4.9,0
1985-02-01,7.4,19.2,17.1,15.7,12.9,10.7,5.9,7.4,6.2,5.5,5,0
1985-03-01,7.5,19.6,17.8,16.7,13,10.6,6,7.3,6.3,5.7,5.4,0
1985-04-01,7.5,19.8,16.8,14.9,12.7,10.7,6,7.6,6.4,5.4,5.3,0
1985-05-01,7.6,19.8,18.1,17,13.1,10.6,6.1,7.7,6.4,5.7,4.8,0
1985-06-01,7.5,19.2,17.9,17.2,12.9,10.4,6,7.6,6.3,5.8,4.7,0
1985-07-01,7.6,21.8,18.7,16.4,13.3,10.6,5.9,7.5,6.2,5.6,4.8,0
1985-08-01,7.3,16.2,16,16,12.6,10.9,5.9,7.4,6.1,5.7,4.2,0
1985-09-01,7.4,20.1,16.7,14.6,12.9,10.9,5.9,7.5,6.2,5.5,4.8,0
1985-10-01,7.3,21.6,18.1,15.6,13.2,10.8,5.6,7.4,5.9,5.1,4.3,0
1985-11-01,7.2,21.2,16.9,14.3,12.9,10.9,5.6,7.4,5.9,5,4,0
1985-12-01,7.2,21,18.5,16.9,13.3,10.7,5.5,7.1,5.8,4.9,4.9,0
1986-01-01,6.9,20.5,18,16.4,13,10.4,5.3,6.8,5.5,4.5,4.8,0
1986-02-01,7.4,19.7,18.2,17,13.5,11.2,5.8,7.6,6.1,5,4.5,0
1986-03-01,7.4,19.1,17.4,16.2,12.6,10.1,5.9,7.6,6.2,5.4,4.7,0
1986-04-01,7.4,20.4,18.6,17.1,13,10,5.8,7.5,6.2,5.7,4.4,0
1986-05-01,7.3,20.3,17.6,15.9,13.1,10.7,5.7,7.3,6.1,5.5,4.7,0
1986-06-01,7.3,21.4,18.2,16.2,13,10.3,5.7,7.4,6.2,5.3,5.2,0
1986-07-01,7,19.2,17.4,16,12.7,10.2,5.4,7.1,5.7,4.9,4.5,0
1986-08-01,6.9,18.4,16.9,15.8,12.6,10.4,5.4,7.3,5.8,4.7,4.6,0
1986-09-01,6.9,19.2,17.7,16.9,12.8,10.2,5.4,7.2,5.7,4.7,4.5,0
1986-10-01,6.9,18.8,17.3,16,13,10.7,5.4,7,5.7,4.8,4.5,0
1986-11-01,6.9,19.7,17.8,16.5,12.3,9.4,5.4,7.2,5.7,5,4,0
1986-12-01,6.5,19.1,16.8,15.1,12.5,10.2,5,6.8,5.4,4.6,4,0
1987-01-01,6.6,18.5,16.7,15.2,12.6,10.5,5,6.8,5.4,4.7,3.9,0
1987-02-01,6.6,18.6,17.2,15.9,12.5,10.1,5,6.7,5.5,4.8,4.1,0
1987-03-01,6.7,19.8,16.7,14.3,12.4,10.1,5.1,6.6,5.4,5.1,3.7,0
1987-04-01,6.3,16.8,15.6,14.4,11.9,9.8,4.8,6.5,5.1,4.5,3.5,0
1987-05-01,6.2,19.8,15.6,12.7,11.7,9.6,4.7,6.3,5,4.4,3.6,0
1987-06-01,6,19.1,15.9,13.9,11.7,9.4,4.6,5.9,4.9,4.5,3.5,0
1987-07-01,6,17.5,15.6,14,11.6,9.3,4.6,6.1,5,4.5,3.6,0
1987-08-01,6,14.7,13.9,13.2,10.9,9.2,4.7,5.9,5,4.5,3.9,0
1987-09-01,6,16.9,15.3,14.6,11.7,9.7,4.7,5.9,4.9,4.7,3.1,0
1987-10-01,6.1,20.3,17.4,15,11.8,8.6,4.7,5.5,4.9,4.7,4.2,0
1987-11-01,6,18.2,16.2,14.9,11.2,8.4,4.6,5.8,4.9,4.3,3.9,0
1987-12-01,5.8,16.1,14.7,13.8,10.7,8.4,4.6,6,4.9,4.4,3.4,0
1988-01-01,5.8,17.6,15.4,13.9,10.8,8.2,4.6,5.9,4.9,4.6,3.4,0
1988-02-01,5.9,17.3,15.3,13.3,11,8.7,4.6,5.8,4.9,4.7,3.6,0
1988-03-01,5.7,17,15.4,14.2,11.4,9.2,4.2,5.6,4.5,4.2,3,0
1988-04-01,5.6,18.8,15.8,13.5,11.1,8.4,4.3,5.5,4.5,3.9,3.8,0
1988-05-01,5.6,16.5,15.1,14.2,11.1,8.8,4.3,5.3,4.5,4.2,3.6,0
1988-06-01,5.4,14.7,12.8,12,10,8.5,4.3,5.7,4.6,4,3.2,0
1988-07-01,5.5,16.2,13.1,10.9,10.2,8.6,4.4,5.6,4.6,4.1,3.6,0
1988-08-01,5.6,17.6,14.9,12.6,10.5,8,4.3,5.7,4.6,4.1,3.4,0
1988-09-01,5.5,19,14.5,12.1,10.4,8.1,4.4,5.8,4.6,3.8,3.6,0
1988-10-01,5.4,15.7,13.5,11.9,9.9,7.8,4.2,5.8,4.5,3.9,3.2,0
1988-11-01,5.3,13.6,13.3,13.1,10.2,8.4,4.2,5.6,4.5,3.9,3.4,0
1988-12-01,5.3,15.5,14,13.3,10.6,8.6,4,5.4,4.3,3.8,3.1,0
1989-01-01,5.4,15.6,13.9,12.7,10.8,9,4.1,5.3,4.3,3.7,3.3,0
1989-02-01,5.1,16.6,12.9,10.1,9.9,8.2,4,5.3,4.2,3.8,3,0
1989-03-01,5.2,15.3,13.3,11.8,10.3,8.6,4,5.4,4.3,3.6,3.5,0
1989-04-01,5.3,14,13.4,13.1,10.4,8.7,4.1,5.5,4.3,3.7,3.3,0
1989-05-01,5.4,14,13.5,13.3,9.9,7.9,4.3,6.1,4.6,3.6,3.2,0
1989-06-01,5.6,15.6,15.8,16.2,11.1,8.5,4.3,5.8,4.4,3.6,3.3,0
1989-07-01,5.6,17.1,15,13.6,10.7,8.4,4.4,6,4.6,3.9,3.1,0
1989-08-01,5.4,17,14.4,12.2,10.2,7.9,4.3,5.8,4.5,3.9,3.1,0
1989-09-01,5.2,14.7,14.6,15.1,10.3,7.7,4.2,5.6,4.4,4.1,2.8,0
1989-10-01,5.4,14.5,13.5,12.8,10.1,8.2,4.3,5.6,4.5,4.1,3.1,0
1989-11-01,5.4,15.9,13.8,12.4,10.4,8.4,4.2,5.4,4.4,4,3.2,0
1989-12-01,5.4,16.6,14.3,13.2,10.3,7.9,4.3,5.7,4.6,4.1,3.3,0
1990-01-01,5.3,15.8,13.9,12.2,10.6,8.8,4.1,5.2,4.3,3.8,3.5,0
1990-02-01,5.4,19.4,14.3,11.5,10.5,8.4,4.2,5.5,4.4,3.9,3.3,0
1990-03-01,5.3,17.9,14,11.5,10.6,8.7,4.1,5.4,4.3,3.8,3,0
1990-04-01,5.4,16.5,13.9,12.7,10.9,9.2,4.2,5.5,4.3,3.9,3,0
1990-05-01,5.4,18.2,14.6,12.4,10.5,8.3,4.2,5.7,4.4,3.8,3.1,0
1990-06-01,5.2,16.5,14.3,12.6,10,7.6,4.1,5.4,4.4,4.1,3.2,0
1990-07-01,5.4,15,14,13,10.3,8.3,4.3,5.6,4.6,4.4,3.2,0
